	num_instances	performance
0	30	0.685147222776622
1	50	0.7090679617740272
2	70	0.7145024862006809
3	90	0.7196247469304945
4	110	0.7270934973834993
5	130	0.7318300182061775
6	150	0.7280142324674939
7	170	0.7336416262965308
8	190	0.7370119545870214
9	210	0.73301781764753
10	230	0.7321120262795985
11	250	0.7313101486362895
12	270	0.7338344196354433
13	290	0.7275534256313942
14	310	0.7347100964832054
15	330	0.7381549945341782
16	350	0.7383627778886577
17	370	0.739075635916796
18	390	0.7394319943792402
19	410	0.7390755675699093
20	430	0.7369671278483082
21	450	0.7392537699508834
22	470	0.7379769178232862
23	490	0.7374572301443061
24	510	0.7372790178420099
25	530	0.740011023691401
26	550	0.740293221372314
27	570	0.7388974390476677
28	590	0.7407534428504003
29	610	0.7394319017802323
30	630	0.7420451637329593
31	650	0.7427430559976516
