	num_instances	performance
0	30	0.5193797509804811
1	80	0.5633915315680171
2	130	0.5594473504794263
3	180	0.5813418518310913
4	230	0.5836256069504083
5	280	0.595165700966266
6	330	0.6029764118030282
7	380	0.6263846253445978
8	430	0.6329170956928692
9	480	0.6289552787272755
10	530	0.6338592238181577
11	580	0.6496677153046432
12	630	0.651262365307558
13	680	0.6680651871324514
14	730	0.6921977451518091
15	780	0.6639929093572011
16	830	0.6806911007724263
17	880	0.6736715670944863
18	930	0.6962766420871052
19	980	0.681084811077895
20	1030	0.6978310882265198
21	1080	0.7187743308285313
22	1130	0.7039020025361552
23	1180	0.6905669975495033
24	1200	0.713831577357281
