	num_instances	performance
0	100	0.6494000000000001
1	200	0.6747
2	300	0.7116
3	400	0.7462000000000001
4	500	0.7597
5	600	0.7619
6	700	0.7765000000000001
7	800	0.7866000000000001
8	900	0.7864
9	1000	0.791
10	1100	0.8042
11	1200	0.8028000000000001
12	1300	0.8083
13	1400	0.8081999999999999
14	1500	0.8082
15	1600	0.8051999999999999
16	1700	0.8083
17	1800	0.8013000000000001
18	1900	0.8093
19	2000	0.8079000000000001
20	2100	0.8090999999999999
21	2200	0.8083
22	2300	0.8147
23	2400	0.8123999999999999
24	2500	0.8127000000000001
25	2600	0.8164999999999999
26	2700	0.8150999999999999
27	2800	0.8109999999999999
28	2900	0.8182
29	3000	0.8143
30	3100	0.8217000000000001
31	3200	0.8219999999999998
32	3300	0.8208
33	3400	0.8247
34	3500	0.8220000000000001
35	3600	0.8225999999999999
36	3700	0.8291000000000001
37	3800	0.8219
38	3900	0.8291000000000001
39	4000	0.8288
40	4100	0.8305
41	4200	0.8271000000000001
42	4300	0.8321999999999999
43	4400	0.8311
44	4500	0.8240999999999999
45	4600	0.8386000000000001
46	4700	0.8314
47	4800	0.8341
48	4900	0.8358000000000001
49	5000	0.8363000000000002
50	5100	0.8295999999999999
51	5200	0.8376000000000001
52	5300	0.8329000000000001
53	5400	0.8331
54	5500	0.8382999999999999
55	5600	0.8378
56	5700	0.8442000000000001
57	5800	0.8425
58	5900	0.8427
59	6000	0.8448
60	6100	0.8378
61	6200	0.8436
62	6300	0.8391
63	6400	0.8432000000000001
64	6500	0.8438000000000001
65	6600	0.8382999999999999
66	6700	0.8468
67	6800	0.8461000000000001
68	6900	0.8449
69	7000	0.8481
70	7100	0.8473
71	7200	0.8482000000000001
72	7300	0.8513999999999999
73	7400	0.8501
74	7500	0.8493999999999999
75	7600	0.8505
76	7700	0.8496
77	7800	0.8497
78	7900	0.8493
79	8000	0.8486
