	num_instances	performance
0	30	0.11815656565656567
1	40	0.1888607085796007
2	50	0.27156343440334096
3	60	0.3231899138200102
4	70	0.3018430321233071
5	80	0.34065540722951343
6	90	0.3786606482947946
7	100	0.39923403469915086
8	110	0.4600345733184044
9	120	0.49813948791392393
10	130	0.4739523599807546
11	140	0.44561792507877235
12	150	0.4913908051228166
13	160	0.5674441332088391
14	170	0.5198863636363636
15	180	0.5449082447607039
16	190	0.5437024484956401
17	200	0.5492437775689007
18	210	0.574707940254272
19	220	0.5891362138909308
20	230	0.5802181269475886
21	240	0.575764801122274
22	250	0.5708675424192664
23	260	0.5891862198188955
24	270	0.5719117215099433
25	280	0.5829185522753303
26	290	0.596642315223259
27	300	0.6216179718098696
28	310	0.5793143610723973
29	320	0.5914704236882181
30	330	0.6031004211828812
31	340	0.5847897166529447
32	350	0.5865792141856399
33	360	0.573212739641311
34	370	0.5978285027957064
35	380	0.580924809957068
36	390	0.5763511101592061
37	400	0.5875910296599952
