	num_instances	performance
0	30	0.5471624969466012
1	80	0.5128768711928129
2	130	0.5613887667522511
3	180	0.5621623869643166
4	230	0.5957425810508281
5	280	0.5741936307067015
6	330	0.597150570972264
7	380	0.5920853005038834
8	430	0.6186293004855459
9	480	0.6656548336943244
10	530	0.6822071100984206
11	580	0.688156271896059
12	630	0.6935036257946022
13	680	0.6920245630663254
14	730	0.7039051273851726
15	780	0.6854983929134429
16	830	0.7234083980280159
17	880	0.7072603573652685
18	930	0.7065217131877541
19	980	0.7148010849866131
20	1030	0.7128960112602238
21	1080	0.7169911463812948
22	1130	0.7225877862826581
23	1180	0.7103222171615281
24	1230	0.732810662729714
25	1280	0.728847431159646
26	1330	0.739043906302848
27	1380	0.7235591981565032
28	1430	0.7346237717101177
29	1480	0.729494360861833
30	1530	0.7366780445380121
31	1580	0.731897251581153
32	1600	0.7419601183549587
