	num_instances	performance
0	20	0.3327668444038155
1	25	0.3391214612150024
2	30	0.34603314761443943
3	35	0.34803779929615125
4	40	0.35409585017602835
5	45	0.35612248473050256
6	50	0.3593519319020433
7	55	0.35585531124506625
8	60	0.35957467551008754
9	65	0.3584090375404407
10	70	0.357206246972394
11	75	0.36069569177587
12	80	0.35591458011279836
13	85	0.35323443576227537
14	90	0.3569835375403304
15	95	0.35558793931845156
16	100	0.3542141729335493
17	105	0.35661973202062286
18	110	0.35281105820081315
19	115	0.3550680498898762
20	120	0.3548973563004743
