	num_instances	performance
0	100	0.5992464075793726
1	200	0.600493506057665
2	300	0.6116015795534666
3	400	0.6487519396044424
4	500	0.6765950027546623
5	600	0.6893369132872589
6	700	0.7070379932543224
7	800	0.7048945536571886
8	900	0.7170245799897013
9	1000	0.7241681853814137
10	1100	0.7201395271245056
11	1200	0.7282246192377932
12	1300	0.7432539293483793
13	1400	0.7445093846365408
14	1500	0.7456040788966011
15	1600	0.7448292085512134
16	1700	0.7452684733843968
17	1800	0.7547314232676213
18	1900	0.7563234054057559
19	2000	0.7522292249853855
20	2100	0.7537492124070013
21	2200	0.7529814422196166
22	2300	0.751568074387071
23	2400	0.7597496469432923
24	2500	0.7543463113179287
25	2600	0.756865187585276
26	2700	0.762941242685427
27	2800	0.7622467678795243
28	2900	0.7588421536969655
29	3000	0.7597581262875484
30	3100	0.7643012002235661
31	3200	0.7634677783297996
32	3300	0.7698487330121495
33	3400	0.7711955537047016
34	3500	0.7636685902089336
35	3600	0.7727565464103854
36	3700	0.776439741852988
37	3800	0.7745475853270135
38	3900	0.7604052440596959
39	4000	0.7711590724098367
