	num_instances	performance
0	30	0.1996766820296232
1	40	0.26362761048475336
2	50	0.2767554397645583
3	60	0.36592246877961165
4	70	0.4054903306030779
5	80	0.43924836601307193
6	90	0.40962592249477503
7	100	0.4587430230327959
8	110	0.50867075988194
9	120	0.44872025335940646
10	130	0.4379065252062964
11	140	0.4840767422378365
12	150	0.5365197379049371
13	160	0.5161368400991042
14	170	0.5109501976539099
15	180	0.5413351187819273
16	190	0.4799480519480519
17	200	0.5473877551020407
18	210	0.49308330596882965
19	220	0.5088980065352355
20	230	0.5230600927606373
21	240	0.5129051593707137
22	250	0.5157220735454456
23	260	0.5237875274456639
24	270	0.568469429767378
25	280	0.5513999725764431
26	290	0.5339742925235009
27	300	0.5696952324731656
28	310	0.5530718182370898
29	320	0.5760440414367188
30	330	0.520272939536866
31	340	0.56237716393495
32	350	0.5720975221888186
33	360	0.5171349398389558
34	370	0.577476258894467
35	380	0.5843157894736842
36	390	0.5779195163409356
37	400	0.5551892110533879
