	num_instances	performance
0	30	0.5371325525034066
1	80	0.5615497760996457
2	130	0.5783432753292026
3	180	0.5989094382795407
4	230	0.6242577359215469
5	280	0.633953455345659
6	330	0.6398979172152456
7	380	0.6369295476138085
8	430	0.6454109956105818
9	480	0.6655408565304702
10	530	0.6705765677765116
11	580	0.684876993073382
12	630	0.6782471225775755
13	680	0.7020181083284516
14	730	0.6951117324785632
15	780	0.6955945189819185
16	830	0.7309155401589812
17	880	0.7194724068401365
18	930	0.7316684166906644
19	980	0.7425331873123795
20	1030	0.7297208474809247
21	1080	0.7415027761675367
22	1130	0.737692312750991
23	1180	0.7427336641487755
24	1230	0.7433620277474566
25	1280	0.7437018964435059
26	1330	0.7384556584859877
27	1380	0.7507373086223136
28	1430	0.7397331732324318
29	1480	0.7443690760469135
30	1530	0.7280200872438207
31	1580	0.7248201010681211
32	1600	0.7297912528564858
