	num_instances	performance
0	30	0.13080519074421515
1	40	0.19832967032967033
2	50	0.2469582678447531
3	60	0.24385093167701863
4	70	0.3271276471276471
5	80	0.35561699129871865
6	90	0.4189791763969791
7	100	0.44694615557829637
8	110	0.4605715871785301
9	120	0.4479726888692405
10	130	0.5270176946772691
11	140	0.48152709359605905
12	150	0.4973266499582289
13	160	0.5452716476790352
14	170	0.49331112326198046
15	180	0.5193538583748442
16	190	0.5428647073134663
17	200	0.5395072766811643
18	210	0.5307582174830168
19	220	0.5819378881987578
20	230	0.561308065864192
21	240	0.5420338983050847
22	250	0.5902115923069436
23	260	0.539609925844655
24	270	0.5468798185941043
25	280	0.5614182584521569
26	290	0.5728547201808931
27	300	0.584695782008212
28	310	0.5870129024861972
29	320	0.6025415863496824
30	330	0.5585486244681471
31	340	0.5431362996986395
32	350	0.5826216907617443
33	360	0.5849968612680477
34	370	0.5409985982773566
35	380	0.5842605671828764
36	390	0.5462545252018935
37	400	0.5851208410262887
