	num_instances	performance
0	100	0.3113218411355003
1	200	0.42105261699994373
2	300	0.45663550979634504
3	400	0.587211220556488
4	500	0.650994397548913
5	600	0.6966495548093787
6	700	0.6867510823233836
7	800	0.6669201598132675
8	900	0.6790353572964338
9	1000	0.692167828369013
10	1100	0.7181474362480452
11	1200	0.7428898423057283
12	1300	0.7167970973251878
13	1400	0.7430179751117247
14	1500	0.6989729875949566
15	1600	0.6750407843426987
16	1700	0.6808328143527905
17	1800	0.7123958643807
18	1900	0.6690565291137818
19	2000	0.6620458766783325
20	2100	0.6752159028178829
21	2200	0.7028764010957804
22	2300	0.7301282882639104
23	2400	0.7482453069850451
