	num_instances	performance
0	30	0.5355722156435824
1	80	0.5524631265194297
2	130	0.5623822546449739
3	180	0.5802010281470061
4	230	0.5777344689077641
5	280	0.575731819060618
6	330	0.607462719748331
7	380	0.6014682340223428
8	430	0.6120878588746104
9	480	0.591573233602197
10	530	0.6560465301152223
11	580	0.6463352772966785
12	630	0.6825552887268301
13	680	0.6638573564314486
14	730	0.6675247663914234
15	780	0.6864678593038166
16	830	0.673927709899504
17	880	0.6741833965141095
18	930	0.6936034677758777
19	980	0.6859190926328819
20	1030	0.7012267696012187
21	1080	0.7088986444448179
22	1130	0.687689276376864
23	1180	0.7180208206070957
24	1200	0.7224520501159979
