	num_instances	performance
0	100	0.5589085927937901
1	200	0.5973209954147272
2	300	0.6577390088919401
3	400	0.6484703682947724
4	500	0.6794054303393751
5	600	0.6825018015754577
6	700	0.714883328971937
7	800	0.7013881911277832
8	900	0.7428065264986277
9	1000	0.7385346094984659
10	1100	0.7702548283636965
11	1200	0.7630602117672982
12	1300	0.7712941782165146
13	1400	0.7689423496903213
14	1500	0.7521557999062366
15	1600	0.7787612998049251
16	1700	0.7726484207537068
17	1800	0.7655879790545944
18	1900	0.7705129020516411
19	2000	0.7568055480150236
20	2100	0.7610104475342995
21	2200	0.7695484200852264
22	2300	0.7597536189494299
23	2400	0.762992387665215
