	num_instances	performance
0	30	0.6962690018813583
1	50	0.7136560232375004
2	70	0.7235150417993574
3	90	0.7237380543835075
4	110	0.7334334019943952
5	130	0.7375760600257635
6	150	0.7316368665972945
7	170	0.7263956403946195
8	190	0.7352003961032795
9	210	0.7303599472251798
10	230	0.734072026484639
11	250	0.7343242507486326
12	270	0.7312062536519423
13	290	0.7319338757099739
14	310	0.7315479307621786
15	330	0.727746819761488
16	350	0.7315775624446645
17	370	0.7314438869579976
18	390	0.7318299465521834
19	410	0.7281774040452429
20	430	0.7300926149921211
21	450	0.7287118204783036
22	470	0.726796230316441
23	490	0.7303894576470602
24	510	0.7308498544018399
25	530	0.7324237443037142
26	550	0.7317556215176504
27	570	0.7349629105146891
28	590	0.7314439167219643
29	610	0.7348886835910093
30	630	0.7330773014863299
31	650	0.7345915631390467
