	num_instances	performance
0	30	0.8273026699003421
1	31	0.8310099869735129
2	32	0.8274959083469721
3	33	0.8349963815313359
4	34	0.8259079663532904
5	35	0.8248600223964166
6	36	0.8321545166529969
7	37	0.8285579196217494
8	38	0.8403760514596733
9	39	0.8377523186033823
10	40	0.8334969994544462
11	41	0.8336893448826842
12	42	0.8182836200753334
13	43	0.8316630481980025
14	44	0.8161639902238615
15	45	0.8166033405232012
16	46	0.8143177802662684
17	47	0.8209574468085105
18	48	0.8081192627908631
19	49	0.824986361156574
20	50	0.8237934613388687
21	51	0.818459132485376
22	52	0.82854609929078
23	53	0.8312325609380053
24	54	0.8303513862024501
25	55	0.8378926038500506
26	56	0.828048780487805
27	57	0.8474164133738601
28	58	0.8503782505910167
29	59	0.8426823502277575
30	60	0.8334605119307394
31	61	0.8426823502277575
32	62	0.8442166344294003
33	63	0.8418599033816425
34	64	0.8255441139079582
35	65	0.8223238961914392
36	66	0.8149591230026013
37	67	0.829071773636991
38	68	0.8538888888888888
39	69	0.8101282051282052
40	70	0.8387022397891964
41	71	0.8352043692741369
42	72	0.8163821138211382
43	73	0.8336372847011144
44	74	0.8119463869463871
45	75	0.8322664199814988
46	76	0.8400712980302792
47	77	0.8394299810581032
48	78	0.8209167964020064
49	79	0.8093190497445816
50	80	0.7976771463601396
51	81	0.7988368153585546
52	82	0.8116128000065637
53	83	0.8079549520220987
54	84	0.8090856034943119
55	85	0.8192260252852297
56	86	0.8145316742251605
57	87	0.8302473967598851
58	88	0.8317379646969456
59	89	0.8369642306506322
60	90	0.8481847873284373
61	91	0.8512994118343663
62	92	0.8433297148646691
63	93	0.8424113475177304
64	94	0.8336231884057972
65	95	0.848658649398705
66	96	0.8473265494912118
67	97	0.8397656490903482
68	98	0.8245681216788935
69	99	0.8355997533148318
70	100	0.854209065679926
71	101	0.8243354918285538
72	102	0.8477924480699688
73	103	0.8424347826086956
74	104	0.8565388141072031
75	105	0.837385710905062
76	106	0.8193001060445388
77	107	0.8248309178743961
78	108	0.8284921369102684
79	109	0.8174272792681674
80	110	0.8405180388529139
81	111	0.8250591016548462
82	112	0.840240518038853
83	113	0.8270793036750483
84	114	0.8141693553845807
85	115	0.8294818982171963
86	116	0.8438482886216466
87	117	0.8619796484736355
88	118	0.8455470523925659
89	119	0.8676086956521738
90	120	0.8464384828862166
91	121	0.8497397219757469
92	122	0.8518550724637681
93	123	0.8465383903792784
94	124	0.8576264406937438
95	125	0.8400632130743139
96	126	0.8383919525256911
97	127	0.8461671292013566
98	128	0.851904101140919
99	129	0.827659574468085
100	130	0.8313233946060693
101	131	0.8380936362434974
102	132	0.8345127967930928
103	133	0.8359929358338238
104	134	0.8389424307833189
105	135	0.8440127454003494
106	136	0.8424231678486997
107	137	0.834284145805885
108	138	0.8297342995169081
109	139	0.8354395233270614
110	140	0.822465383316447
111	141	0.8186993682645858
112	142	0.8396525040754421
113	143	0.84472049689441
114	144	0.8311594202898551
115	145	0.8257487922705314
116	146	0.831954754330152
117	147	0.8225918546455085
118	148	0.778554449825271
119	149	0.8178291705211225
120	150	0.8050241545893719
121	151	0.8060892414395269
122	152	0.8279074456225242
123	153	0.7962247168537641
124	154	0.8335707678075857
125	155	0.8290106060280102
126	156	0.7998869359646418
127	157	0.7896943600135089
128	158	0.8197706548770377
129	159	0.8147089791896993
130	160	0.8309070548712206
131	161	0.8020938872002702
132	162	0.7906805867582926
133	163	0.7913002364066194
134	164	0.8186096884095576
135	165	0.8044890208870928
136	166	0.8128560924120591
137	167	0.8037979515130301
138	168	0.8250329869701467
139	169	0.8264589665653496
140	170	0.8064804860364527
141	171	0.8046780698094841
142	172	0.8160390862386369
143	173	0.8132137859057378
144	174	0.8301132108717677
145	175	0.7934126650407871
146	176	0.8132192414431083
147	177	0.8099896480331262
148	178	0.8046086956521739
149	179	0.795582229642833
150	180	0.7994345409239025
