	num_instances	performance
0	30	0.23213512365193903
1	50	0.3144886786668419
2	70	0.37656484654078876
3	90	0.3964499925026241
4	110	0.4083432362844127
5	130	0.4384782499916916
6	150	0.4792553191489362
7	170	0.44902177925433734
8	190	0.4811814547271819
9	210	0.4889593629324317
10	230	0.5567003367003367
11	250	0.5331348019891412
12	270	0.5216931216931218
13	290	0.5543284072249589
14	310	0.5856111707841031
15	330	0.5268351650954786
16	350	0.5919270466807414
17	370	0.5756935334583169
18	390	0.549526899799132
19	400	0.5992972648170956
