	num_instances	performance
0	30	0.5330138013267888
1	80	0.5633425984369127
2	130	0.6066140755223932
3	180	0.604227304816729
4	230	0.5860470391490126
5	280	0.5963524080001049
6	330	0.6111255923774899
7	380	0.6131163137823403
8	430	0.6394375868602403
9	480	0.6336285180087391
10	530	0.6132784408132281
11	580	0.6359117396532593
12	630	0.6289220322449183
13	680	0.6578484978345661
14	730	0.6703257538096208
15	780	0.6678339641355094
16	830	0.6636210417760134
17	880	0.6704188568450485
18	930	0.6746198158797349
19	980	0.6795096543537169
20	1030	0.6935596012756627
21	1080	0.7073449195125895
22	1130	0.6938930446086008
23	1180	0.7159982163360805
24	1200	0.6969551672445563
