	num_instances	performance
0	100	0.49325522933922616
1	200	0.5449286486056668
2	300	0.5618007511863906
3	400	0.5670919330455586
4	500	0.5744647018430307
5	600	0.6018906716945007
6	700	0.6028308233134403
7	800	0.6180742382518307
8	900	0.6239823658288156
9	1000	0.638496866778611
10	1100	0.6353261448672647
11	1200	0.6491709454789597
12	1300	0.6504009056933983
13	1400	0.648853373546474
14	1500	0.6537373285552334
15	1600	0.6517500034494217
16	1700	0.6547860507676532
17	1800	0.6438774814719365
18	1900	0.6656149723292815
19	2000	0.6649254267656145
20	2100	0.6686257953953383
21	2200	0.6724193501888186
22	2300	0.6698538356214702
23	2400	0.6754428834388453
