	Strategy	Query	Class	Value
0	Random	q0	0	44
1	Random	q0	1	56
2	Random	q1	0	59
3	Random	q1	1	41
4	Random	q2	0	49
5	Random	q2	1	51
6	Random	q3	0	39
7	Random	q3	1	61
8	Random	q4	0	35
9	Random	q4	1	65
10	Random	q5	0	44
11	Random	q5	1	56
12	Random	q6	0	41
13	Random	q6	1	59
14	Random	q7	0	42
15	Random	q7	1	58
16	Uncertainty	q0	0	44
17	Uncertainty	q0	1	56
18	Uncertainty	q1	0	61
19	Uncertainty	q1	1	39
20	Uncertainty	q2	0	35
21	Uncertainty	q2	1	65
22	Uncertainty	q3	0	53
23	Uncertainty	q3	1	47
24	Uncertainty	q4	0	22
25	Uncertainty	q4	1	78
26	Uncertainty	q5	0	31
27	Uncertainty	q5	1	69
28	Uncertainty	q6	0	42
29	Uncertainty	q6	1	58
30	Uncertainty	q7	0	65
31	Uncertainty	q7	1	35
32	QBC	q0	0	44
33	QBC	q0	1	56
34	QBC	q1	0	45
35	QBC	q1	1	55
36	QBC	q2	0	39
37	QBC	q2	1	61
38	QBC	q3	0	64
39	QBC	q3	1	36
40	QBC	q4	0	14
41	QBC	q4	1	86
42	QBC	q5	0	92
43	QBC	q5	1	8
44	QBC	q6	0	43
45	QBC	q6	1	57
46	QBC	q7	0	12
47	QBC	q7	1	88
48	GraphDensity	q0	0	44
49	GraphDensity	q0	1	56
50	GraphDensity	q1	0	51
51	GraphDensity	q1	1	49
52	GraphDensity	q2	0	36
53	GraphDensity	q2	1	64
54	GraphDensity	q3	0	46
55	GraphDensity	q3	1	54
56	GraphDensity	q4	0	43
57	GraphDensity	q4	1	57
58	GraphDensity	q5	0	46
59	GraphDensity	q5	1	54
60	GraphDensity	q6	0	37
61	GraphDensity	q6	1	63
62	GraphDensity	q7	0	50
63	GraphDensity	q7	1	50
64	EER	q0	0	44
65	EER	q0	1	56
66	EER	q1	0	24
67	EER	q1	1	76
68	EER	q2	0	56
69	EER	q2	1	44
70	EER	q3	0	40
71	EER	q3	1	60
72	EER	q4	0	38
73	EER	q4	1	62
74	EER	q5	0	54
75	EER	q5	1	46
76	EER	q6	0	36
77	EER	q6	1	64
78	EER	q7	0	61
79	EER	q7	1	39
80	LAL_iter	q0	0	44
81	LAL_iter	q0	1	56
82	LAL_iter	q1	0	70
83	LAL_iter	q1	1	30
84	LAL_iter	q2	0	37
85	LAL_iter	q2	1	63
86	LAL_iter	q3	0	44
87	LAL_iter	q3	1	56
88	LAL_iter	q4	0	44
89	LAL_iter	q4	1	56
90	LAL_iter	q5	0	38
91	LAL_iter	q5	1	62
92	LAL_iter	q6	0	43
93	LAL_iter	q6	1	57
94	LAL_iter	q7	0	33
95	LAL_iter	q7	1	67
96	LAL_indep	q0	0	44
97	LAL_indep	q0	1	56
98	LAL_indep	q1	0	38
99	LAL_indep	q1	1	62
100	LAL_indep	q2	0	60
101	LAL_indep	q2	1	40
102	LAL_indep	q3	0	52
103	LAL_indep	q3	1	48
104	LAL_indep	q4	0	45
105	LAL_indep	q4	1	55
106	LAL_indep	q5	0	42
107	LAL_indep	q5	1	58
108	LAL_indep	q6	0	67
109	LAL_indep	q6	1	33
110	LAL_indep	q7	0	5
111	LAL_indep	q7	1	95
