	num_instances	performance
0	30	0.11628746840014445
1	50	0.331635221528729
2	70	0.24974879409662015
3	90	0.2944299829696668
4	110	0.3737404177972129
5	130	0.3192122163550735
6	150	0.41957570244245723
7	170	0.4115569487983281
8	190	0.4185361247947455
9	210	0.4280861939679105
10	230	0.45868610634648366
11	250	0.4758172060497642
12	270	0.4562510548446358
13	290	0.5079233716475096
14	310	0.4736233529676153
15	330	0.5166511594828096
16	350	0.5480103019781625
17	370	0.561104465709729
18	390	0.5404002582749372
19	400	0.5561721611721612
