	num_instances	performance
0	100	0.5903491382079306
1	200	0.6091844783289471
2	300	0.6547658904742688
3	400	0.6688580470783092
4	500	0.6650116990078139
5	600	0.6773159547471684
6	700	0.7161188150503405
7	800	0.7393448277300164
8	900	0.7256395640068457
9	1000	0.7364946197549378
10	1100	0.7478693770794594
11	1200	0.7440770974776086
12	1300	0.7470101523251487
13	1400	0.7478094804478195
14	1500	0.752293511040575
15	1600	0.7526978721193036
16	1700	0.7568230086000102
17	1800	0.7540850356465283
18	1900	0.7628064978528867
19	2000	0.7547318809332259
20	2100	0.7611561290717846
21	2200	0.7679835638854544
22	2300	0.7585473888920267
23	2400	0.7651707814825568
24	2500	0.7565878661039609
25	2600	0.774558568380888
26	2700	0.7682769386111897
27	2800	0.7690859656840539
28	2900	0.7700053183659576
29	3000	0.7717095367975686
30	3100	0.7692537586897531
31	3200	0.7771907406139297
32	3300	0.7764813193477829
33	3400	0.7703268289290433
34	3500	0.7752203783789618
35	3600	0.7790871153133286
36	3700	0.7739027399972065
37	3800	0.7752369371283228
38	3900	0.7704260377122034
39	4000	0.7745711113351925
