	num_instances	performance
0	100	0.3304548205167843
1	200	0.39266668541654026
2	300	0.600054506841824
3	400	0.7058696590901105
4	500	0.6801864397165188
5	600	0.7160299754862844
6	700	0.6861709676876353
7	800	0.7050261768788787
8	900	0.6700110854526933
9	1000	0.7679407200501018
10	1100	0.7458249968961249
11	1200	0.6882686558882214
12	1300	0.662806106523312
13	1400	0.6889942345581176
14	1500	0.6592058588208692
15	1600	0.7091141520881923
16	1700	0.7392236131174249
17	1800	0.6683923798110838
18	1900	0.7246749191569022
19	2000	0.7445323196038445
20	2100	0.6590954262577378
21	2200	0.7241635907344444
22	2300	0.6688641474288183
23	2400	0.7009248764852251
