	num_instances	performance
0	30	0.17516796928561634
1	50	0.13026094648385672
2	70	0.23872915455065558
3	90	0.21137584337584334
4	110	0.2432347453400085
5	130	0.3057750259299751
6	150	0.31059481294168106
7	170	0.3391186641186641
8	190	0.3477279089043795
9	210	0.42890003716090674
10	230	0.4104608924909677
11	250	0.3914747941643796
12	270	0.37892888401902186
13	290	0.3820344544708777
14	310	0.44005666032593815
15	330	0.41609653014523884
16	350	0.43282129668684294
17	370	0.43452751022562347
18	390	0.43738926079833346
19	400	0.4358695850433197
