	Strategy	Query	Class	Value
0	Random	q0	0	10
1	Random	q0	1	90
2	Random	q1	0	5
3	Random	q1	1	95
4	Random	q2	0	9
5	Random	q2	1	91
6	Random	q3	0	9
7	Random	q3	1	91
8	Random	q4	0	15
9	Random	q4	1	85
10	Random	q5	0	13
11	Random	q5	1	87
12	Random	q6	0	10
13	Random	q6	1	90
14	Random	q7	0	9
15	Random	q7	1	91
16	Uncertainty	q0	0	10
17	Uncertainty	q0	1	90
18	Uncertainty	q1	0	20
19	Uncertainty	q1	1	80
20	Uncertainty	q2	0	21
21	Uncertainty	q2	1	79
22	Uncertainty	q3	0	10
23	Uncertainty	q3	1	90
24	Uncertainty	q4	0	11
25	Uncertainty	q4	1	89
26	Uncertainty	q5	0	3
27	Uncertainty	q5	1	97
28	Uncertainty	q6	0	4
29	Uncertainty	q6	1	96
30	Uncertainty	q7	0	1
31	Uncertainty	q7	1	99
32	QBC	q0	0	10
33	QBC	q0	1	90
34	QBC	q1	0	1
35	QBC	q1	1	99
36	QBC	q2	0	1
37	QBC	q2	1	99
38	QBC	q3	0	7
39	QBC	q3	1	93
40	QBC	q4	0	11
41	QBC	q4	1	89
42	QBC	q5	0	26
43	QBC	q5	1	74
44	QBC	q6	0	23
45	QBC	q6	1	77
46	QBC	q7	0	1
47	QBC	q7	1	99
48	GraphDensity	q0	0	10
49	GraphDensity	q0	1	90
50	GraphDensity	q1	0	9
51	GraphDensity	q1	1	91
52	GraphDensity	q2	0	10
53	GraphDensity	q2	1	90
54	GraphDensity	q3	0	5
55	GraphDensity	q3	1	95
56	GraphDensity	q4	0	10
57	GraphDensity	q4	1	90
58	GraphDensity	q5	0	11
59	GraphDensity	q5	1	89
60	GraphDensity	q6	0	10
61	GraphDensity	q6	1	90
62	GraphDensity	q7	0	15
63	GraphDensity	q7	1	85
64	EER	q0	0	10
65	EER	q0	1	90
66	EER	q1	0	23
67	EER	q1	1	77
68	EER	q2	0	18
69	EER	q2	1	82
70	EER	q3	0	13
71	EER	q3	1	87
72	EER	q4	0	6
73	EER	q4	1	94
74	EER	q5	0	7
75	EER	q5	1	93
76	EER	q6	0	1
77	EER	q6	1	99
78	EER	q7	0	2
79	EER	q7	1	98
80	LAL_iter	q0	0	10
81	LAL_iter	q0	1	90
82	LAL_iter	q1	0	4
83	LAL_iter	q1	1	96
84	LAL_iter	q2	0	3
85	LAL_iter	q2	1	97
86	LAL_iter	q3	0	4
87	LAL_iter	q3	1	96
88	LAL_iter	q4	0	13
89	LAL_iter	q4	1	87
90	LAL_iter	q5	0	25
91	LAL_iter	q5	1	75
92	LAL_iter	q6	0	21
93	LAL_iter	q6	1	79
94	LAL_iter	q7	0	0
95	LAL_iter	q7	1	100
96	LAL_indep	q0	0	10
97	LAL_indep	q0	1	90
98	LAL_indep	q1	0	17
99	LAL_indep	q1	1	83
100	LAL_indep	q2	0	15
101	LAL_indep	q2	1	85
102	LAL_indep	q3	0	8
103	LAL_indep	q3	1	92
104	LAL_indep	q4	0	5
105	LAL_indep	q4	1	95
106	LAL_indep	q5	0	1
107	LAL_indep	q5	1	99
108	LAL_indep	q6	0	23
109	LAL_indep	q6	1	77
110	LAL_indep	q7	0	1
111	LAL_indep	q7	1	99
