	num_instances	performance
0	30	0.1559593023255814
1	50	0.19857360793287565
2	70	0.24137844611528822
3	90	0.236820670938318
4	110	0.26763497892016863
5	130	0.3352357695214838
6	150	0.4124696218190825
7	170	0.3952737769402192
8	190	0.4079983760656029
9	210	0.4658221494817239
10	230	0.4723532763532764
11	250	0.4854197629409526
12	270	0.48630110630110635
13	290	0.5260354349076154
14	310	0.5030984323553984
15	330	0.5296193509479552
16	350	0.5098026483320601
17	370	0.5259920205610793
18	390	0.5432131860337113
19	400	0.5393331846565566
