	Strategy	Query	Class	Value
0	Random	q0	0	10
1	Random	q0	1	90
2	Random	q1	0	12
3	Random	q1	1	88
4	Random	q2	0	9
5	Random	q2	1	91
6	Random	q3	0	7
7	Random	q3	1	93
8	Random	q4	0	11
9	Random	q4	1	89
10	Random	q5	0	7
11	Random	q5	1	93
12	Random	q6	0	17
13	Random	q6	1	83
14	Random	q7	0	7
15	Random	q7	1	93
16	Uncertainty	q0	0	10
17	Uncertainty	q0	1	90
18	Uncertainty	q1	0	15
19	Uncertainty	q1	1	85
20	Uncertainty	q2	0	28
21	Uncertainty	q2	1	72
22	Uncertainty	q3	0	17
23	Uncertainty	q3	1	83
24	Uncertainty	q4	0	6
25	Uncertainty	q4	1	94
26	Uncertainty	q5	0	2
27	Uncertainty	q5	1	98
28	Uncertainty	q6	0	1
29	Uncertainty	q6	1	99
30	Uncertainty	q7	0	1
31	Uncertainty	q7	1	99
32	QBC	q0	0	10
33	QBC	q0	1	90
34	QBC	q1	0	1
35	QBC	q1	1	99
36	QBC	q2	0	0
37	QBC	q2	1	100
38	QBC	q3	0	8
39	QBC	q3	1	92
40	QBC	q4	0	12
41	QBC	q4	1	88
42	QBC	q5	0	27
43	QBC	q5	1	73
44	QBC	q6	0	21
45	QBC	q6	1	79
46	QBC	q7	0	1
47	QBC	q7	1	99
48	GraphDensity	q0	0	10
49	GraphDensity	q0	1	90
50	GraphDensity	q1	0	6
51	GraphDensity	q1	1	94
52	GraphDensity	q2	0	7
53	GraphDensity	q2	1	93
54	GraphDensity	q3	0	9
55	GraphDensity	q3	1	91
56	GraphDensity	q4	0	10
57	GraphDensity	q4	1	90
58	GraphDensity	q5	0	11
59	GraphDensity	q5	1	89
60	GraphDensity	q6	0	11
61	GraphDensity	q6	1	89
62	GraphDensity	q7	0	16
63	GraphDensity	q7	1	84
64	EER	q0	0	10
65	EER	q0	1	90
66	EER	q1	0	21
67	EER	q1	1	79
68	EER	q2	0	15
69	EER	q2	1	85
70	EER	q3	0	20
71	EER	q3	1	80
72	EER	q4	0	10
73	EER	q4	1	90
74	EER	q5	0	2
75	EER	q5	1	98
76	EER	q6	0	2
77	EER	q6	1	98
78	EER	q7	0	0
79	EER	q7	1	100
80	LAL_iter	q0	0	10
81	LAL_iter	q0	1	90
82	LAL_iter	q1	0	13
83	LAL_iter	q1	1	87
84	LAL_iter	q2	0	15
85	LAL_iter	q2	1	85
86	LAL_iter	q3	0	17
87	LAL_iter	q3	1	83
88	LAL_iter	q4	0	5
89	LAL_iter	q4	1	95
90	LAL_iter	q5	0	9
91	LAL_iter	q5	1	91
92	LAL_iter	q6	0	10
93	LAL_iter	q6	1	90
94	LAL_iter	q7	0	1
95	LAL_iter	q7	1	99
96	LAL_indep	q0	0	10
97	LAL_indep	q0	1	90
98	LAL_indep	q1	0	23
99	LAL_indep	q1	1	77
100	LAL_indep	q2	0	20
101	LAL_indep	q2	1	80
102	LAL_indep	q3	0	11
103	LAL_indep	q3	1	89
104	LAL_indep	q4	0	4
105	LAL_indep	q4	1	96
106	LAL_indep	q5	0	7
107	LAL_indep	q5	1	93
108	LAL_indep	q6	0	4
109	LAL_indep	q6	1	96
110	LAL_indep	q7	0	1
111	LAL_indep	q7	1	99
