	num_instances	performance
0	30	0.15593340234644584
1	50	0.22094340766609677
2	70	0.3272553411071476
3	90	0.3602328750154837
4	110	0.45397460708421294
5	130	0.41044470149733303
6	150	0.4319470050613326
7	170	0.4187036772553897
8	190	0.49525367406794335
9	210	0.4643321171582041
10	230	0.48383963766961474
11	250	0.4804951135128393
12	270	0.48983365570599613
13	290	0.5097435891620379
14	310	0.4792703566727262
15	330	0.5106337144689368
16	350	0.4707822410147992
17	370	0.550868549439978
18	390	0.5469012808766448
19	400	0.5456422276031517
