	num_instances	performance
0	30	0.18526094938368737
1	50	0.163489010989011
2	70	0.2696520425914244
3	90	0.30358804184588156
4	110	0.32743096185123627
5	130	0.39673569733537895
6	150	0.4358500244122453
7	170	0.4053856301346827
8	190	0.40512375011681157
9	210	0.4166161786384233
10	230	0.4325442081014693
11	250	0.44516422372354575
12	270	0.4684961787788244
13	290	0.5240112362343698
14	310	0.4989430109576184
15	330	0.5283514721044793
16	350	0.5102551575718597
17	370	0.49146528658893196
18	390	0.508261336771975
19	400	0.5240311262369015
