	num_instances	performance
0	30	0.02105263157894737
1	50	0.05357142857142858
2	70	0.06713286713286712
3	90	0.09172932330827069
4	110	0.14190476190476192
5	130	0.1554112554112554
6	150	0.16849033319621554
7	170	0.1567765567765568
8	190	0.19725274725274722
9	210	0.19879336349924587
10	230	0.1896969696969697
11	250	0.18021978021978022
12	270	0.13333333333333336
13	290	0.14056531703590527
14	310	0.19743589743589746
15	330	0.126007326007326
16	350	0.2193665158371041
17	370	0.21135531135531133
18	390	0.1902097902097902
19	400	0.20618048618048618
