Unnamed: 0	sentence	label
0	" Xref: cantaloupe.srv.cs.cmu.edu talk.religion.misc:84357 alt.pagan:30002 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!uunet!gatech!news-feed-1.peachnet.edu!umn.edu!csus.edu!netcom.com!netcomsv!boo!tweekco!alizard From: alizard@tweekco.uucp (A.Lizard) Newsgroups: talk.religion.misc,alt.pagan Subject: Re: 14 Apr 93   God's Promise in 1 John 1: 7 Message-ID: <RN652B5w165w@tweekco.uucp> Date: Sat, 17 Apr 93 01:05:26 PDT References: <C5K6Gp.Kr3@rahul.net> Organization: Tweek-Com Systems BBS, Moraga, CA (510) 631-0615 Lines: 20 starowl@rahul.net (Michael D. Adams) writes: > : If anyone in .netland is in the process of devising a new religion, > : do not use the lamb or the bull, because they have already been > : reserved.  Please choose another animal, preferably one not > : on the Endangered Species List. > > How about ""washed in the blood of Barney the Dinosaur""?  :) Judging from postings I've read all over Usenet and on non-Usenet BBs conferences, Barney is DEFINITELY an endangered species. Especially if he runs into me in a dark alley.                                             A.Lizard ------------------------------------------------------------------- A.Lizard Internet Addresses: alizard%tweekco%boo@PacBell.COM        (preferred) PacBell.COM!boo!tweekco!alizard (bang path for above) alizard@gentoo.com (backup) PGP2.2 public key available on request"	other
1	 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!pitt.edu!gatech!ncar!noao!amethyst!organpipe.uug.arizona.edu!hindmost!brian From: brian@lpl.arizona.edu (Brian Ceccarelli 602/621-9615) Newsgroups: talk.religion.misc Subject: Re: [rw] Is Robert Weiss the only orthodox Christian? Message-ID: <1993Apr23.170101.19708@organpipe.uug.arizona.edu> Date: 23 Apr 93 17:01:01 GMT References: <93111.074840LIBRBA@BYUVM.BITNET> <C5vGyD.H7s@acsu.buffalo.edu> Sender: news@organpipe.uug.arizona.edu Organization: Lunar & Planetary Laboratory, Tucson AZ. Lines: 11 Rick Anderson writes: > Are we to simply assume that you [referring to Robert Weiss] are the only > one who really understands it [Biblical Scriptures]? No.  I also understand it. I have read the Bible from cover to cover, examining each book within, cross-comparing them, etc.  And I have come to same conclusions as Robert Weiss. So Rick, why not read the Bible for yourself?  It is written in plain english.  Decide for yourself.	other
2	" Xref: cantaloupe.srv.cs.cmu.edu talk.abortion:121245 talk.religion.misc:84127 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!cs.utexas.edu!uunet!gatekeeper.us.oracle.com!barrnet.net!kyle.eitech.com!kyle.eitech.com!not-for-mail From: ekr@kyle.eitech.com (Eric Rescorla) Newsgroups: talk.abortion,talk.religion.misc Subject: Re: What part of ""No"" don't you understand? Date: 24 Apr 1993 19:39:28 -0700 Organization: EIT Lines: 37 Message-ID: <1rctl0$ka3@kyle.eitech.com> References: <1993Apr24.002509.4017@midway.uchicago.edu> <1rbh3n$hav@kyle.eitech.com> <1993Apr24.214843.10940@midway.uchicago.edu> NNTP-Posting-Host: kyle.eitech.com In article <1993Apr24.214843.10940@midway.uchicago.edu> eeb1@midway.uchicago.edu writes: >In article <1rbh3n$hav@kyle.eitech.com> >ekr@kyle.eitech.com (Eric Rescorla) writes: >>In article <1993Apr24.002509.4017@midway.uchicago.edu> >>eeb1@midway.uchicago.edu writes: > >>>A ""moment of silence"" doesn't mean much unless *everyone* >>>participates.  Otherwise it's not silent, now is it? > >>>Non-religious reasons for having a ""moment of silence"" for a dead >>>classmate: (1) to comfort the friends by showing respect to the >>>deceased , (2) to give the classmates a moment to grieve together, (3) >>>to give the friends a moment to remember their classmate *in the >>>context of the school*, (4) to deal with the fact that the classmate >>>is gone so that it's not disruptive later. > >>Yeah, all well and good. The fact is, though, that the pro-school >>prayer types have tried to use a moment of silence as a way >>to get prayer back. At my high school for instance, our dear >>principal ended the moment of silence with ""Amen."" >I can certainly see opposing the ""Amen"" -- but that doesn't require >opposing a moment of silence. I see it as the camel's nose. >>I'll back off when they do. >Does anybody else besides me see a vicious circle here?  I guarantee >you the people who want school prayer aren't going to back off when >they can't even manage to get a quiet moment for their kids to pray >silently. I'm willing to take my chances on winning the whole thing, personally. -Ekr -- Eric Rescorla                                     ekr@eitech.com         ""What we've got here is failure to communicate."""	other
3	 Xref: cantaloupe.srv.cs.cmu.edu alt.atheism:53422 talk.religion.misc:83821 talk.origins:40969 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!pitt.edu!zaphod.mps.ohio-state.edu!usc!sol.ctr.columbia.edu!ursa!pooh!halat From: halat@pooh.bears (Jim Halat) Newsgroups: alt.atheism,talk.religion.misc,talk.origins Subject: Re: Rawlins debunks creationism Message-ID: <30151@ursa.bear.com> Date: 20 Apr 93 20:35:20 GMT References: <1r15rvINNh8p@ctron-news.ctron.com> <30147@ursa.bear.com> <C5snCL.J8o@usenet.ucs.indiana.edu> Sender: news@bear.com Reply-To: halat@pooh.bears (Jim Halat) Lines: 29 In article <C5snCL.J8o@usenet.ucs.indiana.edu>, adpeters@sunflower.bio.indiana.edu (Andy Peters) writes: >Evolution, as I have said before, is theory _and_ fact.  It is exactly >the same amount of each as the existence of atoms and the existence of >gravity.  If you accept the existence of atoms and gravity as fact, >then you should also accept the existence of evolution as fact. > >-- >--Andy I don't accept atoms or gravity as fact either.  They are extremely useful mathematical models to describe physical observations we can make. Other posters have aptly explained the atomic model.  Gravity, too, is very much a theory; no gravity waves have even been detected, but we have a very useful model that describes much of the behavior on objects by this thing we _call_ gravity.  Gravity, however, is _not_ a fact.  It is a theoretical model used to talk about how objects behave in our physical environment.  Newton thought gravity was a simple vector force; Einstein a wave. Both are very useful models that have no religious overtones or requirements of faith, unless of course you want to demand that it is a factual physical entity described exactly the way the theory now formulated talks about it.  That takes a great leap of faith, which, of course, is what religion takes.  Evolution is no different. --  jim halat         halat@bear.com bear-stearns       --whatever doesn't kill you will only serve to annoy you--    nyc             i speak only for myself	other
4	" Xref: cantaloupe.srv.cs.cmu.edu talk.abortion:120675 alt.atheism:53247 talk.religion.misc:83641 Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!uunet!pipex!uknet!mcsun!Germany.EU.net!thoth.mchp.sni.de!horus.ap.mchp.sni.de!D012S658!frank From: frank@D012S658.uucp (Frank O'Dwyer) Newsgroups: talk.abortion,alt.atheism,talk.religion.misc Subject: Re: After 2000 years, can we say that Christian Morality is Date: 16 Apr 1993 10:52:59 GMT Organization: Siemens-Nixdorf AG Lines: 51 Message-ID: <1qm36b$gn2@horus.ap.mchp.sni.de> References: <1qk1pp$6hj@kyle.eitech.com> <1qkn1t$59l@horus.ap.mchp.sni.de> <1qktj3$bn9@squick.eitech.com> NNTP-Posting-Host: d012s658.ap.mchp.sni.de In article <1qktj3$bn9@squick.eitech.com> ekr@squick.eitech.com (Eric Rescorla) writes: #In article <1qkn1t$59l@horus.ap.mchp.sni.de> frank@D012S658.uucp (Frank O'Dwyer) writes: #>In article <1qk1pp$6hj@kyle.eitech.com> ekr@kyle.eitech.com (Eric Rescorla) writes: #>|Perhaps you should explain what you think ""science has it's basis #>|in values"" means. The reason why people DO science is that #>|they value it's results. That does not mean that science has #>|it's basis in values. Any more than DES stops working if I stop #>|valuing my privacy. #>It's partly as you say: the reason why people do science is that they value it's #>results. #Right. # #>  If one follows relativism to the letter, then, the theories #>and predictions which are the results of science can only be subjectively #>valued as 'objective', 'correct', or anything else. #Twaddle. You're overloading the meaning of the word ""value"", #that's all. Whether I care if the results are true is a ""value"". #I fail to see how whether they are true (correct, whatever) is #a value. The result's actual truth is independent of what you think of it, if you care to look at it that way - however your perception of a result's truth cannot match its actual truth, unless you care to follow the (a?) procedure to obtain truth (""science"") correctly.  You have to pick the right procedure, and note its importance.  You've got to value it. Otherwise you don't care about actual truth, and shouldn't object to the statement ""objectivism is true"". Now if we're valuing procedures subjectively, and science is a procedure, science cannot be valued non-subjectively.   If we're picking facts and hypotheses subjectively, then we are using a maybe-not-quite-sure method on maybe-not-quite-sure observations.  That should lead to maybe-not-quite-sure results, no?  The fact that it does not seem to might make one question the premise, which is that our subjective valuations are necessarily unreliable. No, wait - I've a better idea:  ""And the result's actual truth is...""? Yeah, that's the ticket. #Like I said before, DES works whether I value my privacy or #not. O.K., which DES?  The abstract function DES? that stops working in any important sense if no-one cares for the importance of truth, mathematics, meaning, information, etc.  A DES chip or DES s/w?  That stops working in any important sense if no-one values science, objective reality, etc.   DES does not work in a value vacuum.  Nothing else does, either. -- Frank O'Dwyer                                  'I'm not hatching That' odwyer@sse.ie                                  from ""Hens"",  by Evelyn Conlon"	other
5	" Xref: cantaloupe.srv.cs.cmu.edu talk.abortion:120965 alt.atheism:53613 talk.religion.misc:83959 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!pacific.mps.ohio-state.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!agate!doc.ic.ac.uk!warwick!uknet!mcsun!Germany.EU.net!thoth.mchp.sni.de!horus.ap.mchp.sni.de!D012S658!frank From: frank@D012S658.uucp (Frank O'Dwyer) Newsgroups: talk.abortion,alt.atheism,talk.religion.misc Subject: Re: After 2000 years, can we say that Christian Morality is Date: 23 Apr 1993 21:50:01 GMT Organization: Siemens-Nixdorf AG Lines: 75 Message-ID: <1r9oa9$42g@horus.ap.mchp.sni.de> References: <1qme79$c0k@kyle.eitech.com> <1qu2c9$4o4@horus.ap.mchp.sni.de> <1qvtk4$jep@kyle.eitech.com> NNTP-Posting-Host: d012s658.ap.mchp.sni.de In article <1qvtk4$jep@kyle.eitech.com> ekr@kyle.eitech.com (Eric Rescorla) writes: #In article <1qu2c9$4o4@horus.ap.mchp.sni.de> frank@D012S658.uucp (Frank O'Dwyer) writes: #>Ordinarily, it is also a *value* judgement, though it needn't be (one #>could ""do science"" without believing it was worth a damn in any context, #>though that hardly seems sensible). #No, you're just overloading the word ""value"" again. It is an #estimation of probability of correctness, not an estimation of ""worth."" #Shit, I don't even know what ""worth"" means. Consider the possibility #that I am not interested in knowing truth. I could still believe #that science was the most likely way to get truth, and not value #science at all. But once you make a decision on the value of truth, and the likelihood of science getting it, the rest follows.  In your example, science is necessarily worthless, and so are its results, because truth is worthless, assuming that's all science is good for.  And it's no accident that phrases such as ""good for"" fit so naturally in this context. #Just because evaluating an arithmetic expression #and asking how much you value life both involve the word ""value"" doesn't #mean that they refer to the same thing at all. I understand that #the word value is used for both, but you have to be clear in what #sense you are using the words. I agree with judging science as a #value in the first sense, but not the second. But I don't use it in the second sense.  Consider that F=ma is no different than F=$3 until I note the connection with reality that F=ma has, and F=$3 does not.  I'm making a decision as to the importance of F=ma over other expressions I can compute.  I'm valuing it, whether implicitly or directly, because I'm saying that things that have a basis in reality are different to other things which do not.  And _no-one_ points out an _unimportant_ difference, _except_ to say that it's unimportant. ""Important"", ""useful"", ""worthy"", etc. are all words with evaluative power, quite different from evaluating an expression.  I'm careful to use ""value"" in the sense I mean, which is invariably the first. #>#I don't understand your point here. What do you mean by ""not quite-sure #>#observations?"" It gets observed all the time that if you don't #>#buy into a whole series of assumptions about how science is #>#done, the results become meaningless. #>Well, how do you know that ""it"" gets observed all the time?  This #>is your own private, subjective, ""it"" is it not?    It is not binding #>on the rest of us. #Huh? What are you talking about? People frequently point out the #point I made above. That is what I mean by 'observed'. O.K., I misunderstood.  I thought you meant observed in the sense of 'not-quite-sure-observations', by which I mean those undertaken by people. #>#>DES does not work in a value vacuum.  Nothing else does, either. #>#This is just truth by blatant assertion. Your ""in any important sense"" #>#seem to be just weasel words. Imagine that I have a box which #>#accepts 16 bytes and uses the first 8 to ECB the second 8. #>#It still does a perfect job of DESing, whether or not any input #>#is being made at the time--whether or not anyone values mathematics.. #>The concept of a DES box which can be assumed to work as you describe in #>the absence of an assumption of objective reality is incoherent.  Such a box #>may as well be assumed to wear a dufflecoat and go to the Limerick Races. #Truth by blatant assertion again, Frank. It's observationally the #case that when you measure it, it works. It can be reasonably well #assumed that it will work even when you are not measuring it, barring #quantum silliness about how it might have disappeared and reappeared. #It doesn't take a notion of objective reality to discuss my observations. Yes it does.  You're saying in effect ""it works independently of what I believe"", and basing that statement on your ""reasonable assumption"" (i.e. unsupported belief) that it works indepently of what you believe. It begs the question rather obviously.  And of course, ""reasonable assumption"" seems to be weasel words for ""seems useful"", ""useful"" belonging to world of ghosts and values, and therefore being unreal. -- Frank O'Dwyer                                  'I'm not hatching That' odwyer@sse.ie                                  from ""Hens"",  by Evelyn Conlon"	other
6	" Xref: cantaloupe.srv.cs.cmu.edu alt.conspiracy:21977 talk.politics.misc:179266 talk.religion.misc:84096 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!menudo.uh.edu!ccsvax.sfasu.edu!f_gautjw From: f_gautjw@ccsvax.sfasu.edu Newsgroups: alt.conspiracy,talk.politics.misc,talk.religion.misc Subject: Re: A Message for you Mr. President: How do you know what happened? Message-ID: <1993Apr24.155154.4333@ccsvax.sfasu.edu> Date: 24 Apr 93 15:51:54 CST References: <19APR199313180801@utarlg.uta.edu> <bskendigC5qyJ2.GEw@netcom.com>   <24APR199302290235@utarlg.uta.edu> Organization: Stephen F. Austin State University Lines: 108 In article <24APR199302290235@utarlg.uta.edu>, b645zaw@utarlg.uta.edu (stephen) writes: > In article <1993Apr21.190441.4282@ccsvax.sfasu.edu>, > f_gautjw@ccsvax.sfasu.edu writes... > >>In article <1993Apr21.164554.1@ccsua.ctstateu.edu>, >>parys@ccsua.ctstateu.edu writes: >>> I told some friends of mine two weeks ago that Koresh was dead. >>> The FBI and the BATF could not let a man like that live. He was >>> a testimonial to their stupidity and lies. >>> >>	[...deleted...] >> >>Unfortunately, I think you've got it figured pretty well.  I also ask >>myself the question ""Why did they plan for so many months.  Why was >>this so important to them?  What was the government really up to? >>Why did they seal the warrant?  Were they after Koresh or were they >>after the first and second amendments, among others? > > Allow me to play devils advocate a moment JG: Didn't expect to find you in the Devil's role, Stephen, but these are the times that try men's souls. > > 	o  What was called many months of *planning* was probably > 	   the intelligence collecting: paperwork and interviews. > Nine months, as I understand it.  No doubt this accounts for a significant amount of the time as government efficiency in spending our tax dollars would certainly seek its absolute minimum in such an event.  But my gut instinct says there is more at hand.  It took some careful preplanning to demonize D.K. to such an extent.  The attack meshes well with more restrictive gun control legislation that seems to be the agenda of the day.  It also fits a pattern of increased government interference in personal religious beliefs. [Randy Weaver is now on trial]. > 	o  It's important to them because it justifies budgets. > No quarrel here.  The BIG BANG theory is always apt at appropriation time.  They just don't have to possess a single motive. > 	o  The warrant was sealed to keep from jeopardizing the > 	   the government's case. I certainly think publication of the warrant undermines the government's case since it makes no claims of illegal action.  Therefore the federal judge had reason to seal it.  But I am reminded of Senator Frank Church's remark that ""secrecy is the trademark of a totalitarian government."" There is rarely sufficient motive to seal a warrant in a nation of free people. > > 	o  There was probably no one actually exercising oversite. > 	   Instead, a system of bureaucratic rules has been set > 	   up for such incidents. Like computer programs -- these > 	   have to be debugged periodically. Especially when used > 	   in fringe areas. (cf. the ""hostage rescue"" program). > 	   Therefore -- NO ONE WAS IN CHARGE. And no one can > 	   reasonably be held responsible. How can I argue with irrefutable logic?  I have long suspected that the government has become a mindless machine and now you go and confirm my worst fears!  Has it become a BEAST that is programmed simply to say ""Kiss my toe and you get your piece of the pie?"" I suspect bugs in the program arise when agents or those who love this critter have independent thoughts. > 	o  What they were after, generally speaking, is protecting > 	   their jobs, budgets, and paychecks. And watching Terminator II. > > >>> We waited 444 days for our hostages to come home from Iran.  We gave these >>> people 51 days. >>> >    186 died at the Alamo.  86 died that day in Waco. Yes, 186 seeds for a new Republic.  And 86 for...? > >    Rev. 11:9 ...And they of the people and kindreds and tongues and >              nations shall see their dead bodies three days and an >              half, and shall not suffer their dead bodies to be put >              in graves. > >    Why no burial?  Is is that the bodies of the Witnesses will be said >    to be property of the state?  Or just a typical bureaucratic delay? >     Rev. 11:10...And they that dwell upon the earth shall rejoice 		over them, and make merry, and shall send gifts one 		to another; because these two prophets tormented them 		that dwelt on the earth. Stephen, have you sensed that some have been rejoicing lately....? >       | >    -- J -- >       | >       | stephen > > --  *   *   *   *   *   *   *   *   *   *   *   *   *   *   *   *   *   *   *   *  Joe Gaut                    |   In the super-state, it really does not  <f_gautjw@ccsvax.sfasu.edu> |   matter at all what actually happened.      Remember the Alamo      |   Truth is what the government chooses to        Remember Waco         |   tell you.  Justice is what it wants to happen.                                         --Jim Garrison, New Orleans, La."	other
7	" Xref: cantaloupe.srv.cs.cmu.edu alt.atheism:53548 talk.religion.misc:83912 Newsgroups: alt.atheism,talk.religion.misc Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!noc.near.net!howland.reston.ans.net!zaphod.mps.ohio-state.edu!cs.utexas.edu!uunet!mcsun!news.funet.fi!ousrvr.oulu.fi!kempmp From: kempmp@phoenix.oulu.fi (Petri Pihko) Subject: Re: Are atoms real? (was Re: After 2000 years blah blah blah) Message-ID: <1993Apr23.163343.20626@ousrvr.oulu.fi> Followup-To: alt.atheism,talk.religion.misc Sender: news@ousrvr.oulu.fi Organization: University of Oulu, Finland X-Newsreader: TIN [version 1.1 PL9] References: <930421.112230.9x7.rusnews.w165w@mantis.co.uk> Date: Fri, 23 Apr 1993 16:33:43 GMT Lines: 37 mathew (mathew@mantis.co.uk) wrote: > What is the difference between a ""_chemist_"" and someone who is taught > Chemistry at, say, Cambridge University? Put like this, I can't answer. I was originally pointing out that your attitude _seemed to be_ (I don't know if it really was) that chemists tend to ignore all kinds of effects; your original posting stated that when doing chemistry, it is common to ignore atomic interactions, and I responded that this is exactly what chemists do. > Has there been some revolution in teaching methods in the last four years? Perhaps this revolution has yet to reach Cambridge (my, now I'll get flamed for sure;-) ). But perhaps I am guilty of referring to ""true chemists"" (tm) which are nothing but my ideal, and do not actually exist. Chemistry is a very easy subject to treat poorly. > Perhaps the confusion comes from the fact that I was thinking of organic > chemistry, whereas you were thinking of physical chemistry. No, actually organic chemists were among the first chemists to use modern MO theories for explaining reactions that did not fit into the old models. In synthetic organic chemistry, which still comprises a large part of organic chemistry, it is indeed common to ignore the rest of the molecule and pay attention only to the functional groups, but I think this, too, has changed with the advent of molecular modelling and asymmetric synthesis. Supramolecular interactions _can_ be taken into account, albeit with difficulty. Petri --  ___. .'*''.*        Petri Pihko    kem-pmp@          Mathematics is the Truth. !___.'* '.'*' ' .    Pihatie 15 C    finou.oulu.fi    Physics is the Rule of        ' *' .* '*    SF-90650 OULU  kempmp@           the Game.           *'  *  .*  FINLAND         phoenix.oulu.fi  -> Chemistry is The Game."	other
8	" Xref: cantaloupe.srv.cs.cmu.edu talk.abortion:120983 talk.religion.misc:83969 talk.politics.misc:179065 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!pacific.mps.ohio-state.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!agate!overload.lbl.gov!s1.gov!lip From: lip@s1.gov (Loren I. Petrich) Newsgroups: talk.abortion,talk.religion.misc,talk.politics.misc Subject: Re: ABORTION and private health coverage -- letters regarding Date: 23 Apr 1993 18:44:57 GMT Organization: LLNL Lines: 52 Message-ID: <1r9df9$fpj@s1.gov> References: <C5suIr.5xo@murdoch.acc.Virginia.EDU> <1993Apr21.123812.8822@desire.wright.edu> <1r7ltt$g4t@agate.berkeley.edu> NNTP-Posting-Host: s1.gov In article <1r7ltt$g4t@agate.berkeley.edu> dzkriz@ocf.berkeley.edu (Dennis Kriz) writes: 	[Argument that he is not an illiterate about health-care plans...] 	How much choice does one have with (say) employer-offered benefits? >In anycase, fundamentalist Christians make up about 1/3 of the >population.  Add to that conservative Catholics, and that becomes >1/2 of the population.  That is a VERY LARGE market share of the >health care business, far too large to ignor or run roughshod >over simply questionable ideology. 	_However_, a sizable fraction of _these_ are willing to get abortions. One study found that at some places at least, 1/6 of the women professed to be ""Born Again"". Furthermore, a large fraction of Catholics use ""artificial"" birth control methods frowned on by the Church. So this abortion-rejecting health-care market might be much smaller than one would think. 	But never underestimate the willingness of some professed opponents of abortion to get them. 	""If you are against abortion, DON'T HAVE ONE!"" 	goes one pro-choice slogan I once saw on someone's car (or was it a pickup truck?). I had been following an old railroad line that is to be used for a BART extension in South San Francisco, and I saw this car with this bumper sticker along the way. >As for someone suggesting that ""no one would be upset if I were >to give money to support women with crisis pregnancies, etc""  But >I have, having initiated and supported an ad in USC's student >newspaper regarding a Catholic health clinic offering assistance >to women in crisis pregnancies.  I've also devoted my life to a >consistent life ethic.  I've been arrested as part of this, not >at Operation Rescue protests (though I do have friends who have >participated in them and may at some point participate in them >too) but at protests sponsored by Pax Christi regarding nuclear >weapons manufacture, both at the Nevada Test Site and the >Lawrence Livermore Laboratory.  What have you done folks? 	Operation Rescue? Dennis Kriz, be aware of some of the company you keep. I'm talking about seriously militaristic right-wingers who would _love_ to execute those who provide and get abortions. Although there has been only one such assassination so far, I wonder how many other opponents of abortion would be willing to perform such assassinations if they could get away with it. -- /Loren Petrich, the Master Blaster /lip@s1.gov"	other
9	" Xref: cantaloupe.srv.cs.cmu.edu alt.atheism:53273 talk.origins:40927 talk.religion.misc:83666 Path: cantaloupe.srv.cs.cmu.edu!magnesium.club.cc.cmu.edu!news.sei.cmu.edu!bb3.andrew.cmu.edu!andrew.cmu.edu!nm0w+ From: Nanci Ann Miller <nm0w+@andrew.cmu.edu> Newsgroups: alt.atheism,talk.origins,talk.religion.misc Subject: Re: The Universe and Black Holes, was Re: 2000 years..... Date: Tue, 20 Apr 1993 12:23:27 -0400 Organization: Sponsored account, School of Computer Science, Carnegie Mellon, Pittsburgh, PA Lines: 23 Message-ID: <Efp2BzS00VpdINpwp0@andrew.cmu.edu> References: <C5Fuo2.FF8@news.cso.uiuc.edu> <C5pr7q.56n@news.cso.uiuc.edu> <19APR93.14322063.0243@VM1.MCGILL.CA> 	<1qvmk2$csk@morrow.stanford.edu> NNTP-Posting-Host: po5.andrew.cmu.edu In-Reply-To: <1qvmk2$csk@morrow.stanford.edu> salem@pangea.Stanford.EDU (Bruce Salem) writes: >         I wonder if the Universe would look like a Black Hole > from ""outside""? How could we posit an ""Outside"", whether called > DeSitter space, hyperspace, parallel universes, whatever? > >         Suppose that such a space existed, and that our universe > looked like a Black Hole in it. Then our Universe could be open > to it through Hawking radiation, the same way Black Holes are > within our Universe. Note this is all the purist speculation > and noone knows what laws govern QM beyond the event horizon > of our universe. Can laws change at such boundaries of space-time? > > Bruce Salem Black holes are where god divided by zero. :-) Nanci ......................................................................... If you know (and are SURE of) the author of this quote, please send me email (nm0w+@andrew.cmu.edu): Spring is nature's way of saying, 'Let's party!'"	other
