	num_instances	performance
0	100	0.5895895237653267
1	200	0.608594006263005
2	300	0.6110700254087253
3	400	0.6306927505475999
4	500	0.6325297977369719
5	600	0.6796981526416197
6	700	0.703227420832272
7	800	0.7089741257988766
8	900	0.7196883302872505
9	1000	0.7284365072096715
10	1100	0.7330014328584001
11	1200	0.7447916231854268
12	1300	0.736834243374662
13	1400	0.7326684499637907
14	1500	0.7496640625307227
15	1600	0.7496406744446358
16	1700	0.750882636883006
17	1800	0.7600749196780605
18	1900	0.7568983159454122
19	2000	0.756514201532666
20	2100	0.7630484179406227
21	2200	0.7695342923369495
22	2300	0.7636316972952251
23	2400	0.7644350938679867
24	2500	0.7630880858111363
25	2600	0.7668905358364171
26	2700	0.7588445755295302
27	2800	0.774753975930224
28	2900	0.7693892087110952
29	3000	0.7678149660177633
30	3100	0.7784550741283679
31	3200	0.7693583678938196
32	3300	0.7609456314448761
33	3400	0.7685164630459538
34	3500	0.7686447130062252
35	3600	0.7729654356958429
36	3700	0.7667748251191047
37	3800	0.7643011851704327
38	3900	0.7729563155062034
39	4000	0.7801008466536601
