	num_instances	performance
0	30	0.23242656832423675
1	40	0.22866596638655462
2	50	0.26313936895512924
3	60	0.2885384936335843
4	70	0.33843698307112946
5	80	0.3959682144616422
6	90	0.3029292929292929
7	100	0.3785729870080592
8	110	0.40207598339213285
9	120	0.4576012759170654
10	130	0.403204183903407
11	140	0.3940246884855202
12	150	0.45031760661253745
13	160	0.43455221334291094
14	170	0.44635614791546996
15	180	0.3981184705322637
16	190	0.5177090479529504
17	200	0.4715211832192964
18	210	0.5230424747666127
19	220	0.5088400944370136
20	230	0.5233136227730785
21	240	0.5449340525290732
22	250	0.5358694614871886
23	260	0.5192926829268292
24	270	0.5275036075036075
25	280	0.5394062899019056
26	290	0.5528765317346942
27	300	0.5430115264922334
28	310	0.5571183615146463
29	320	0.6083542686821375
30	330	0.5282571858111893
31	340	0.5810951372469922
32	350	0.5882857142857143
33	360	0.5716129032258064
34	370	0.5694009811112671
35	380	0.5441449535789158
36	390	0.6078483720532238
37	400	0.5823761408487325
